Name,Location,Latitude,Longitude
CYZP,"Sandspit, B. C.",53.25,-131.816
CYZR,Sarnia Airport,43.0,-82.316
CYZS,"Coral Harbour, N. W. T.",64.2,-83.366
CYZT,"Port Hardy, B. C.",50.683,-127.366
CYZU,"Whitecourt, Alta.",54.15,-115.783
CYZV,"Sept-Iles, Que.",50.216,-66.266
CYZW,"Teslin, Y. T.",60.166,-132.733
CYZX,"Greenwood, N. S.",44.983,-64.916
CYZY,"Mackenzie, B. C.",55.3,-123.133
CZBF,Bathurst Airport Aviation Weather Reporting Station,47.633,-65.75
CZCP,"Cape Parry, N. W. T.",70.1,-124.716
CZEM,Eastmain River Airport,52.233,-78.516
CZFA,Faro Airport,62.2,-133.366
CZFM,Fort Mcpherson Airport,67.4,-134.85
CZFN,Fort Norman Airport,64.916,-125.566
CZPC,Pincher Creek Airport,49.516,-113.983
CZST,Stewart Airport,55.933,-129.983
CZUM,"Churchill Falls, Nfld.",53.55,-64.1
CZVL,Edmonton / Villeneuve,53.666,-113.866
DAAD,Bou-Saada,35.333,4.2
DAAE,Bejaia,36.716,5.066
DAAG,Dar-El-Beida,36.716,3.25
DAAJ,Djanet,24.55,9.466
DAAP,Illizi,26.5,8.416
DAAS,Setif,36.183,5.416
DAAT,Tamanrasset / Aguenna,22.816,5.466
DAAV,Jijel Achouat,36.883,5.816
DAAY,Mecheria,34.933,-0.433
DABB,Annaba,36.833,7.816
DABC,Constantine,36.283,6.616
DABP,Skikda,36.933,6.95
DABS,Tebessa,35.483,8.133
DABT,Batna,35.55,6.183
DAFH,Tilrempt/Hassi R'mel,32.929,3.312
DAOB,Tiaret,35.25,1.433
DAOF,Tindouf,27.666,-8.133
DAOI,Chlef,36.216,1.333
DAOL,Oran/Tafaraoui,35.542,-0.532
DAON,Tlemcen Zenata,35.016,-1.466
DAOO,Oran / Es Senia,35.633,-0.6
DAOR,Bechar,31.616,-2.233
DAOV,Mascara-Ghriss,35.2,0.133
DATG,In Guezzam,19.566,5.75
DATM,Bordj Mokhtar,21.375,0.923
DAUA,Adrar,27.883,-0.283
DAUB,Biskra,34.8,5.733
DAUE,El Golea,30.566,2.866
DAUG,Ghardaia,32.383,3.816
DAUH,Hassi-Messaoud,31.666,6.15
DAUI,In Salah North,27.25,2.516
DAUK,Touggourt,33.116,6.133
DAUL,Laghouat,33.766,2.933
DAUO,El Oued,33.5,6.116
DAUT,Timimoun,29.25,0.283
DAUU,Ouargla,31.916,5.4
DAUZ,In Amenas,28.05,9.633
DBBB,Cotonou,6.35,2.383
DBBC,Bohicon,7.166,2.066
DFCC,Ouahigouya,13.566,-2.416
DFCO,Boromo,11.75,-2.933
DFCP,Po,11.15,-1.15
DFEE,Dori,14.033,-0.033
DFEF,Fada N'Gourma,12.033,0.366
DFFD,Ouagadougou,12.35,-1.516
DFOD,Dedougou,12.466,-3.483
DFOG,Gaoua,10.333,-3.183
DFOO,Bobo-Dioulasso,11.166,-4.316
DGAA,Accra,5.6,-0.166
DGLE,Tamale,9.5,-0.85
DGSI,Kumasi,6.716,-1.6
DGSN,Sunyani,7.333,-2.333
DGTK,Takoradi,4.883,-1.766
DIAD,Adiake,5.3,-3.3
DIAP,Abidjan,5.25,-3.933
DIBK,Bouake,7.733,-5.066
DIBU,Bondoukou,8.05,-2.783
DIDK,Dimbokro,6.65,-4.7
DIDL,Daloa,6.866,-6.466
DIGA,Gagnoa,6.133,-5.95
DIKO,Korhogo,9.416,-5.616
DIMN,Man,7.383,-7.516
DIOD,Odienne,9.5,-7.566
DISP,San Pedro,4.75,-6.65
DISS,Sassandra,4.95,-6.083
DITB,Tabou,4.416,-7.366
DIYO,Yamoussoukro,6.9,-5.35
DNBI,Bida,9.1,6.016
DNCA,Calabar,4.966,8.35
DNEN,Enugu,6.466,7.55
DNIB,Ibadan,7.433,3.9
DNIL,Ilorin,8.483,4.583
DNJO,Jos,9.866,8.9
DNKA,Kaduna,10.6,7.45
DNKN,Kano,12.05,8.533
DNMA,Maiduguri,11.85,13.083
DNMK,Makurdi,7.683,8.616
DNMM,Lagos / Ikeja,6.583,3.333
DNOS,Oshogbo,7.783,4.483
DNPO,Port Harcourt,4.85,7.016
DNSO,Sokoto,13.016,5.25
DNYO,Yola,9.233,12.466
DNZA,Zaria,11.133,7.683
DRRB,Birni-N'Konni,13.8,5.25
DRRG,Gaya,11.883,3.45
DRRL,Tillabery,14.2,1.45
DRRM,Maradi,13.466,7.083
DRRN,Niamey-Aero,13.483,2.166
DRRT,Tahoua,14.9,5.25
DRZA,Agadez,16.966,7.983
DRZF,Diffa,13.416,12.783
DRZG,Goure,13.983,10.3
DRZM,Maine-Soroa,13.233,11.983
DRZR,Zinder,13.783,8.983
DTKA,Tabarka,36.95,8.75
DTMB,Habib Bourguiba,35.766,10.75
DTTA,Tunis-Carthage,36.833,10.233
DTTB,Bizerte,37.25,9.8
DTTD,Remada,32.316,10.4
DTTF,Gafsa,34.416,8.816
DTTG,Gabes,33.883,10.1
DTTJ,Djerba Mellita,33.866,10.766
DTTK,Kairouan,35.666,10.1
DTTL,Kelibia,36.85,11.083
DTTN,Jendouba,36.483,8.8
DTTR,El Borma,31.683,9.166
DTTX,Sfax El-Maou,34.716,10.683
DTTZ,Tozeur,33.916,8.1
DXAK,Atakpame,7.583,1.116
DXMG,Mango,10.366,0.466
DXNG,Niamtougou,9.766,1.1
DXSK,Sokode,8.983,1.15
DXTA,Tabligbo,6.583,1.5
DXXX,Lome,6.166,1.25
EBAW,Antwerpen / Deurne,51.2,4.466
EBBE,Beauvechain,50.75,4.766
EBBL,Kleine Brogel,51.166,5.466
EBBR,Bruxelles National,50.9,4.533
EBCI,Charleroi / Gosselies,50.466,4.45
EBCV,Chievres,50.566,3.833
EBDT,Schaffen,51.0,5.066
EBFN,Koksijde,51.083,2.65
EBFS,Florennes,50.233,4.65
EBLB,Elsenborn,50.466,6.183
EBLG,Bierset,50.65,5.45
EBOS,Oostende Airport,51.2,2.866
EBSP,Spa / La Sauveniere,50.483,5.916
EDAC,Altenburg Nobitz,50.966,12.5
EDAH,Heringsdorf,53.883,14.15
EDDB,Berlin-Schoenefeld,52.383,13.516
EDDC,Dresden-Klotzsche,51.133,13.75
EDDE,Erfurt-Bindersleben,50.983,10.966
EDDF,Frankfurt / M-Flughafen,50.05,8.6
EDDG,Muenster / Osnabrueck,52.133,7.7
EDDH,Hamburg-Fuhlsbuettel,53.633,10.0
EDDI,Berlin-Tempelhof,52.466,13.4
EDDK,Koeln / Bonn,50.866,7.166
EDDL,Duesseldorf,51.3,6.766
EDDM,Munchen,48.35,11.783
EDDN,Nuernberg,49.5,11.05
EDDP,Leipzig-Schkeuditz,51.416,12.233
EDDR,Saarbruecken / Ensheim,49.216,7.116
EDDS,Stuttgart-Echterdingen,48.683,9.216
EDDT,Berlin-Tegel,52.566,13.316
EDDV,Hannover,52.466,9.683
EDDW,Bremen,53.05,8.8
EDFH,Hahn,49.95,7.266
EDFM,"Baden Wurttemberg, Neuostheim",49.472,8.515
EDGS,Hessen,50.707,8.083
EDHI,Hamburg-Finkenwerder,53.533,9.833
EDHK,Kiel / Holtenau Civilian,54.383,10.166
EDHL,Luebeck-Blankensee,53.816,10.7
EDLN,Monchengladbach,51.230,6.504
EDLP,Paderborn / Lippstadt,51.616,8.616
EDLV,Niederrhein,51.602,6.142
EDLW,Dortmund / Wickede,51.516,7.616
EDMA,Augsburg,48.433,10.933
EDMO,Oberpfaffenhofen,48.083,11.283
EDNY,Friedrichshafen,47.666,9.516
EDOP,"Mecklenburg-Vorpommern, Parchim",53.426,11.783
EDQD,Bayreuth,49.983,11.633
EDQM,Hof,50.316,11.883
EDRZ,"Zweibrucken, Rheinland-Pfalz",49.209,7.401
EDSB,"Karlsruhe, Baden Wurttemberg",48.778,8.079
EDTD,Donaueschingen / Villingen,47.966,8.516
EDTL,"Lahr, CAN-AFB",48.369,7.827
EDVE,Braunschweig,52.3,10.45
EDVK,Kassel / Calden,51.4,9.383
EDXW,Westerland / Sylt,54.916,8.35
EEKA,Kardla,58.983,22.816
EEKE,Kuressaare,58.23,22.509
EEPU,Parnu,58.419,24.472
EETN,Tallinn,59.4,24.816
EETU,Tartu/Ulenurme,58.3,26.733
EFET,Enontekio,68.364,23.427
EFHA,Halli,61.85,24.8
EFHF,Helsinki-Malmi,60.25,25.05
EFHK,Helsinki-Vantaa,60.316,24.966
EFIV,Ivalo,68.616,27.416
EFJO,Joensuu,62.666,29.633
EFJY,Jyvaskyla,62.4,25.683
EFKA,Kauhava,63.1,23.033
EFKE,Kemi,65.783,24.583
EFKI,Kajaani,64.283,27.683
EFKK,Kruunupyy,63.716,23.15
EFKS,Kuusamo,65.966,29.183
EFKT,Kittila,67.7,24.85
EFKU,Kuopio,63.016,27.8
EFLP,Lappeenranta,61.045,28.148
EFMA,Mariehamn / Aland Island,60.116,19.9
EFMI,Mikkeli,61.733,27.3
EFOU,Oulu,64.933,25.366
EFPO,Pori,61.466,21.8
EFRO,Rovaniemi,66.566,25.833
EFSA,Savonlinna,61.95,28.95
EFSI,Seinajoki-Ilmajok,62.693,22.831
EFSO,Sodankyla,67.366,26.65
EFTP,Tampere / Pirkkala,61.416,23.583
EFTU,Turku,60.516,22.266
EFUT,Utti,60.9,26.933
EFVA,Vaasa,63.05,21.766
EFVR,Varkaus,62.166,27.866
EGAA,Belfast / Aldergrove Airport,54.65,-6.216
EGAC,Belfast / Harbour,54.6,-5.883
EGAE,Eglinton / Londonderr,55.05,-7.15
EGBB,Birmingham / Airport,52.45,-1.733
EGBE,Coventry Airport,52.366,-1.483
EGBJ,Staverton Private,51.9,-2.166
EGCC,Manchester Airport,53.35,-2.283
EGDG,Saint Mawgan,50.433,-5.0
EGDL,Lyneham,51.5,-1.983
EGDM,Boscombe Down,51.166,-1.75
EGDR,Culdrose,50.083,-5.25
EGDX,St Athan Royal Air Force Base,51.4,-3.433
EGDY,Yeovilton,51.0,-2.633
EGEC,Campbeltown,55.437,-5.686
EGFF,Cardiff-Wales Airport,51.4,-3.35
EGGD,Bristol / Lulsgate,51.383,-2.716
EGGP,Liverpool Airport,53.333,-2.85
EGGW,Luton Airport,51.866,-0.366
EGHD,Plymouth / Roborough,50.416,-4.116
EGHE,"Scilly, Saint Mary'S",49.916,-6.3
EGHH,Bournemouth Airport,50.783,-1.833
EGHI,Southampton / Weather Centre,50.9,-1.4
EGJA,Alderney / Channel Island,49.716,-2.2
EGJB,Guernsey Airport,49.433,-2.6
EGJJ,Jersey Airport,49.216,-2.2
EGKA,Shoreham Airport,50.833,-0.283
EGKB,Biggin Hill,51.316,0.033
EGKK,London / Gatwick Airport,51.15,-0.183
EGLC,London City Airport,51.5,-0.5
EGLF,Farnborough,51.283,-0.766
EGLL,London / Heathrow Airport,51.483,-0.45
EGMC,Southend-On-Sea,51.566,0.7
EGMD,Lydd Airport,50.95,0.933
EGMH,"Manston, South East",51.341,1.346
EGNC,Carlisle,54.933,-2.95
EGNH,Blackpool Airport,53.766,-3.033
EGNJ,Humberside,53.583,-0.35
EGNM,Leeds And Bradford,53.866,-1.65
EGNR,Hawarden,53.166,-2.983
EGNS,Isle Of Man / Ronaldsway Airport,54.083,-4.633
EGNT,Newcastle,55.033,-1.7
EGNV,Tees-Side,54.516,-1.416
EGNX,East Midlands,52.833,-1.333
EGOM,Spadeadam,55.05,-2.55
EGOP,Pembrey Sands,51.716,-4.366
EGOS,Shawbury,52.8,-2.666
EGOV,Valley,53.25,-4.533
EGOW,Woodvale,53.581,-3.055
EGPA,Kirkwall Airport,58.95,-2.9
EGPB,Sumburgh Cape,59.883,-1.3
EGPC,Wick,58.45,-3.083
EGPD,Aberdeen / Dyce,57.2,-2.216
EGPE,Inverness / Dalcross,57.533,-4.05
EGPF,Glasgow Airport,55.866,-4.433
EGPH,Edinburgh Airport,55.95,-3.35
EGPI,Islay,55.681,-6.256
EGPK,Prestwick Airport,55.5,-4.583
EGPL,Benbecula,57.466,-7.366
EGPM,Scatsa / Shetland Island,60.433,-1.3
EGPN,Dundee / Riverside,56.45,-3.016
EGPO,Stornoway,58.216,-6.316
EGPU,Tiree,56.5,-6.883
EGQA,Tain Range,57.816,-3.966
EGQK,Kinloss,57.65,-3.566
EGQL,Leuchars,56.383,-2.866
EGQM,Boulmer,55.416,-1.6
EGQS,Lossiemouth,57.716,-3.316
EGRR,Bracknell / Beaufort Park,51.383,-0.783
EGSC,Cambridge,52.2,0.183
EGSH,Norwich Weather Centre,52.633,1.3
EGSS,Stansted Airport,51.883,0.233
EGTC,Cranfield,52.066,-0.616
EGTE,Exeter Airport,50.733,-3.416
EGTG,Filton Private,51.516,-2.583
EGUB,Benson,51.616,-1.083
EGUL,Lakenheath Royal Air Force Base,52.416,0.566
EGUN,Mildenhall Royal Air Force Base,52.366,0.483
EGUO,Colerne,51.439,-2.286
EGUW,Wattisham,52.116,0.966
EGUY,Wyton Royal Air Force Base,52.35,-0.116
EGVA,Fairford Royal Air Force Base,51.683,-1.783
EGVN,Brize Norton,51.75,-1.583
EGVO,Odiham,51.233,-0.95
EGVP,Middle Wallop,51.15,-1.566
EGWC,Cosford Royal Air Force Base,52.633,-2.3
EGWU,Northolt,51.55,-0.416
EGXC,Coningsby Royal Air Force Base,53.083,-0.166
EGXD,Disforth,54.133,-1.416
EGXE,Leeming,54.3,-1.533
EGXG,Church Fenton,53.833,-1.2
EGXJ,Cottesmore,52.733,-0.65
EGXP,Scampton,53.307,-0.550
EGXT,Wittering,52.616,-0.466
EGXU,Linton-On-Ouse,54.05,-1.25
EGXV,Leconfield,53.866,-0.433
EGXW,Waddington,53.166,-0.516
EGXZ,Topcliffe Royal Air Force Base,54.2,-1.383
EGYD,Cranwell,53.033,-0.5
EGYE,Barkston Heath Royal Air Force Base,52.966,-0.566
EGYH,Holbeach,52.866,0.15
EGYM,Marham,52.65,0.566
EGYP,Mount Pleasant Airport,-51.816,-58.45
EGYW,Wainfleet,53.083,0.266
EHAM,Amsterdam Airport Schiphol,52.3,4.766
EHBK,Maastricht Airport Zuid Limburg,50.916,5.783
EHDL,Deelen,52.066,5.883
EHEH,Eindhoven,51.45,5.416
EHGG,Groningen Airport Eelde,53.133,6.583
EHGR,Gilze-Rijen,51.566,4.933
EHKD,De Kooy,52.916,4.783
EHLW,Leeuwarden,53.216,5.766
EHRD,Rotterdam Airport Zestienhoven,51.95,4.45
EHSB,Soesterberg,52.133,5.283
EHTW,Twenthe,52.266,6.9
EHVB,Valkenburg,52.183,4.416
EHVK,Volkel,51.65,5.7
EHVL,Vlieland,53.25,4.916
EHWO,Woensdrecht,51.45,4.333
EICK,Cork Airport,51.85,-8.483
EIDW,Dublin Airport,53.433,-6.25
EIKN,Connaught,53.910,-8.818
EIME,Casement Aerodrome,53.3,-6.433
EINN,Shannon Airport,52.7,-8.916
EKAH,Tirstrup,56.3,10.616
EKAV,Avno Danish Air Force Base,55.083,11.783
EKBI,Billund Lufthavn,55.733,9.166
EKCH,Koebenhavn / Kastrup,55.616,12.65
EKEB,Esbjerg,55.533,8.566
EKKA,Karup,56.3,9.116
EKOD,Odense / Beldringe,55.483,10.333
EKRK,Koebenhavn / Roskilde,55.583,12.133
EKRN,Roenne,55.066,14.75
EKSB,Soenderborg Lufthavn,54.966,9.783
EKSN,Sindal Flyveplads,57.5,10.216
EKSP,Skrydstrup,55.233,9.266
EKVD,Vamdrup,55.433,9.333
EKVG,Soervaag / Vagar,62.066,-7.283
EKVJ,Stauning Lufthavn,56.0,8.35
EKYT,Aalborg,57.1,9.85
ELLX,Luxembourg / Luxembourg,49.616,6.216
ENAL,Alesund / Vigra,62.566,6.116
ENAN,Andoya,69.3,16.15
ENAT,Alta Lufthavn,69.983,23.366
ENBL,Forde / Bringeland,61.45,5.866
ENBN,Bronnoysund / Bronnoy,65.466,12.216
ENBO,Bodo Vi,67.266,14.366
ENBR,Bergen / Flesland,60.283,5.233
ENBS,Batsfjord,70.633,29.733
ENBV,Berlevag,70.866,29.033
ENCN,Kristiansand / Kjevik,58.2,8.083
ENDR,Draugen,64.355,7.791
ENDU,Bardufoss,69.066,18.533
ENEK,Ekofisk Oil Platform,56.55,3.25
ENEV,Evenes,68.516,16.683
ENFB,Oslo / Fornebu,59.9,10.633
ENFG,Fagernes Leirin,61.0,9.3
ENFL,Floro,61.583,5.033
ENGC,Gullfax Platform,61.033,2.033
ENGM,Oslo / Gardermoen,60.2,11.083
ENHD,Haugesund / Karmoy,59.35,5.216
ENHE,Heidrun,65.325,2.326
ENHF,Hammerfest,70.666,23.666
ENHK,Hasvik,70.483,22.15
ENHV,Honningsvag / Valan,71.016,25.983
ENKB,Kristiansund / Kvernberget,63.116,7.833
ENKR,Kirkenes Lufthavn,69.733,29.9
ENLI,Lista Flyplass,58.1,6.633
ENLK,Leknes,68.15,13.616
ENMH,Mehamn,71.033,27.833
ENML,Molde / Aro,62.75,7.266
ENMS,Mosjoen Kjaerstad,65.8,13.133
ENNA,Banak,70.066,24.983
ENNK,Narvik Iii,68.466,17.5
ENNM,Namsos Lufthavn,64.466,11.583
ENNO,Notodden,59.566,9.216
ENOA,Oseberg,59.316,10.45
ENOL,Orland Iii,63.7,9.6
ENOV,Orsta-Volda / Hovden,62.183,6.066
ENRA,Mo I Rana / Rossvoll,66.366,14.3
ENRM,Rorvik / Ryum,64.833,11.15
ENRO,Roros Lufthavn,62.583,11.35
ENRS,Rost Flyplass,67.516,12.1
ENRY,Rygge,59.383,10.783
ENSB,Svalbard Lufthavn,78.25,15.466
ENSD,Sandane / Anda,61.833,6.116
ENSG,Sogndal / Haukasen,61.15,7.133
ENSH,Svolvaer / Helle,68.25,14.666
ENSK,Storkmarknes / Skagen,68.583,15.016
ENSN,Skien-Geiteryggen,59.183,9.566
ENSO,Stord / Soerstokken,59.8,5.35
ENSR,Sorkjosen,69.783,20.966
ENSS,Svartnes,70.35,31.05
ENST,Sandnessjoen / Stokka,65.966,12.466
ENTC,Tromso / Langnes,69.683,18.916
ENTO,Torp,59.2,10.266
ENVA,Trondheim / Vaernes,63.466,10.933
ENVD,Vadso,70.066,29.85
ENZV,Stavanger / Sola,58.883,5.633
EPGD,Gdansk-Rebiechowo,54.383,18.466
EPKK,Krakow,50.083,19.8
EPKT,Katowice,50.233,19.033
EPPO,Poznan,52.416,16.833
EPRZ,Rzeszow-Jasionka,50.1,22.05
EPSC,Szczecin,53.4,14.616
EPWA,Warszawa-Okecie,52.166,20.966
EPWR,Wroclaw Ii,51.1,16.883
EPZG,Zielona Gora,51.933,15.533
EQYG,NSA Souda Bay,35.533,24.15
EQYN,"Naples, Navsuppact",40.883,14.283
EQYR,"Rota, Naval Station",36.65,-6.333
EQYS,"Sigonella, NAS",37.4,14.916
ESCF,Linkoping / Malmen,58.4,15.516
ESDF,Ronneby,56.266,15.283
ESGG,Goteborg / Landvetter,57.666,12.3
ESGJ,Jonkoping Flygplats,57.766,14.083
ESGP,Goteborg / Save,57.783,11.883
ESGR,Skovde Flygplats,58.45,13.966
ESGT,Trollhattan Private,58.316,12.35
ESIB,Satenas,58.433,12.7
ESKM,Siljan / Mora,60.966,14.516
ESKN,Stockholm/Skavsta,58.783,16.916
ESMK,Kristianstad / Everod,55.916,14.083
ESMQ,Kalmar,56.733,16.3
ESMS,Malmo / Sturup,55.55,13.366
ESMT,Halmstad Swedish Air Force Base,56.683,12.833
ESMV,Hagshult,57.3,14.133
ESMX,Vaxjo,56.85,14.833
ESNG,Gallivare,67.15,20.65
ESNK,Kramfors Flygplats,63.05,17.766
ESNL,Lycksele,64.547,18.717
ESNN,Sundsvall-Harnosand Flygplats,62.533,17.45
ESNO,Ornskoldsvik Airport,63.4,18.966
ESNQ,Kiruna Airport,67.816,20.333
ESNS,Skelleftea Airport,64.633,21.083
ESNU,Umea Flygplats,63.8,20.283
ESNY,Soderhamn,61.261,17.099
ESOE,Orebro Private,59.233,15.05
ESOK,Karlstad,59.444,13.337
ESOW,Vasteras / Hasslo,59.583,16.633
ESPA,Lulea / Kallax,65.55,22.133
ESPE,Vidsel,65.866,20.133
ESSA,Stockholm / Arlanda,59.65,17.95
ESSB,Stockholm / Bromma,59.35,17.95
ESSD,Borlange,60.433,15.516
ESSF,Hultsfred Swedish Air Force Base,57.516,15.833
ESSK,Gavle / Sandviken Air Force Base,60.6,16.95
ESSL,Linkoping / Saab,58.4,15.683
ESSP,Norrkoping,58.583,16.15
ESSV,Visby Flygplats,57.666,18.35
ESTL,Ljungbyhed,56.066,13.2
ETAD,Spangdahlem,49.983,6.7
ETAR,Ramstein,49.433,7.6
ETEB,Ansbach / Katterbach,49.316,10.633
ETGG,Gluecksburg / Meierwik,54.833,9.5
ETGI,Idar-Oberstein,49.7,7.333
ETGY,Kalkar,51.733,6.266
ETGZ,Messstetten,48.183,9.0
ETHA,Altenstadt,47.833,10.866
ETHB,Bueckeburg,52.283,9.083
ETHC,Celle,52.6,10.016
ETHE,Rheine-Bentlage,52.3,7.383
ETHF,Fritzlar,51.116,9.283
ETHL,Laupheim,48.216,9.916
ETHM,Mendig,50.366,7.316
ETHN,Niederstetten,49.4,9.966
ETHR,Roth,49.216,11.1
ETHS,Fassberg,52.916,10.183
ETIC,Grafenwoehr,49.7,11.95
ETIE,Heidelberg,49.4,8.65
ETIH,Hohenfels,49.216,11.833
ETIK,Illesheim,49.466,10.383
ETMN,Nordholz,53.766,8.666
ETND,Diepholz,52.583,8.35
ETNG,Geilenkirchen,50.966,6.05
ETNH,Hohn,54.316,9.533
ETNJ,Jever,53.533,7.883
ETNL,Laage,53.916,12.283
ETNN,Noervenich,50.833,6.666
ETNS,Schleswig-Jagel,54.466,9.516
ETNT,Wittmundhaven,53.55,7.666
ETNU,Trollenhagen,53.6,13.316
ETNW,Wunstorf,52.45,9.433
ETOR,Coleman Mannheim,49.566,8.466
ETOU,Wiesbaden,50.05,8.333
ETSA,Landsberg,48.066,10.9
ETSB,Buechel,50.166,7.066
ETSE,Erding,48.316,11.95
ETSF,Fuerstenfeldbruck,48.2,11.266
ETSH,Holzdorf,51.766,13.183
ETSI,Ingolstadt,48.716,11.533
ETSL,Lechfeld,48.183,10.866
ETSN,Neuburg / Donau,48.716,11.216
ETUO,Guetersloh,51.916,8.3
ETWM,Meppen-Mil,52.723,7.326
EVLA,Liepaja International Airport,56.516,21.083
EVRA,Riga International Airport,56.916,23.966
EYKA,Kaunas,54.9,23.919
EYPA,Palanga Intl.,55.919,21.05
EYSA,Siauliai Intl./Mil.,55.893,23.395
EYVI,Vilnius,54.633,25.1
FAAB,Alexander Bay,-28.566,16.533
FABL,"Bloemfontein, Bloemfontein Airport",-29.1,26.3
FABM,Bethlehem Airport,-28.25,28.333
FACT,"Cape Town, Cape Town International Airport",-33.983,18.6
FACV,Calvinia,-31.466,19.766
FADN,"Durban, Durban International Airport",-29.966,30.95
FADY,De Aar,-30.633,23.916
FAEL,"East London, East London Airport",-33.033,27.833
FAEO,Ermelo,-26.5,29.983
FAGG,"George, George Airport",-34.0,22.383
FAGM,Rand,-26.25,28.0
FAHS,Hoedspruit,-24.366,31.033
FAIR,Pretoria Irene,-25.916,28.216
FAJS,Johannesburg International Airport,-26.133,28.233
FAKD,Klerksdorp,-26.866,26.716
FAKM,"Kimberley, Kim-Apt",-28.8,24.766
FALA,Lanseria,-25.933,27.933
FALT,Lichtenburg,-26.183,26.183
FALW,Langebaanweg,-32.966,18.166
FAME,Marion Island,-46.883,37.866
FAMM,Mafikeng Intl. Ad,-25.783,25.533
FANC,Newcastle,-27.783,29.983
FANS,Nelspruit,-25.433,30.983
FAOB,Overberg,-34.6,20.283
FAPB,Pietersburg,-23.866,29.45
FAPE,"Port Elizabeth, Port E Apt",-33.983,25.6
FAPG,Plettenberg Bay,-34.088,23.329
FAPH,Phalaborwa,-23.933,31.15
FAPM,Pietermaritzburg,-29.65,30.4
FAPR,Pretoria,-25.733,28.183
FAPS,Potchefstroom,-26.671,27.081
FARB,Richard Bay,-28.8,32.1
FARG,Rustenburg,-25.644,27.271
FASB,Springbok,-29.666,17.866
FASI,Springs,-26.248,28.397
FASR,Standerton,-26.933,29.216
FASS,Sishen,-27.649,23.0
FAUP,"Upington, Up-Apt",-28.4,21.266
FAUT,Umtata,-31.533,28.666
FAVV,Vereeniging,-26.574,27.962
FAWB,Wonderboom / Pretoria,-25.65,28.216
FAWI,Witbank,-25.830,29.192
FAWK,Waterkloof (SAAF),-25.833,28.216
FBFT,Francistown,-21.216,27.5
FBGZ,Ghanzi,-21.7,21.65
FBJW,Jwaneng,-24.6,24.666
FBKE,Kasane,-17.816,25.15
FBLT,Letlhakane,-21.416,25.6
FBMN,Maun,-19.983,23.416
FBSK,Seretse Khama International Airport,-24.216,25.916
FBSN,Sua-Pan,-20.466,25.983
FBSP,Selebi Phikwe,-22.055,27.820
FBSW,Shakawe,-18.366,21.85
FBTE,Tshane,-24.016,21.883
FBTS,Tsabong,-26.05,22.45
FCBB,Brazzaville / Maya-Maya,-4.25,15.25
FCBD,Djambala,-2.533,14.766
FCBM,Mouyondzi,-3.983,13.916
FCBO,M'Pouya,-2.616,16.216
FCBS,Sibiti,-3.683,13.35
FCOG,Gamboma,-1.866,15.866
FCOI,Impfondo,1.616,18.066
FCOM,Makoua,-0.016,15.583
FCOS,Souanke,2.066,14.133
FCOU,Ouesso,1.616,16.05
FCPA,Makabana,-3.483,12.616
FCPP,Pointe-Noire,-4.816,11.9
FDMS,Manzini / Matsapa Airport,-26.533,31.3
FEFA,Alindao,5.05,21.2
FEFB,Obo,5.4,26.5
FEFF,Bangui,4.4,18.516
FEFG,Bangassou,4.733,22.833
FEFL,Bossembele,5.266,17.633
FEFM,Bambari,5.85,20.65
FEFN,N'Dele,8.4,20.65
FEFO,Bouar,5.966,15.633
FEFR,Bria,6.533,21.983
FEFS,Bossangoa,6.483,17.433
FEFT,Berberati,4.25,15.8
FGSL,Malabo/Fernando Poo,3.75,8.766
FHAW,Wide Awake Field Ascension Island,-7.966,-14.4
FIMP,Plaisance Mauritius,-20.433,57.666
FIMR,Rodrigues,-19.683,63.416
FJDG,NSF DIEGO GARCIA,-7.3,72.4
FKKD,Douala Obs.,4.0,9.733
FKKF,Mamfe,5.716,9.283
FKKN,Ngaoundere,7.35,13.566
FKKR,Garoua,9.333,13.383
FKYS,Yaounde,3.833,11.516
FLBA,Mbala,-8.85,31.333
FLCH,Choma,-16.833,27.066
FLCP,Chipata,-13.55,32.583
FLKB,Kawambwa,-9.8,29.083
FLKO,Kaoma,-14.8,24.8
FLKS,Kasama,-10.216,31.133
FLKW,Kabwe,-14.45,28.466
FLLC,Lusaka City Airport,-14.45,28.466
FLLD,Lundazi,-12.283,33.2
FLLI,Livingstone,-17.816,25.816
FLLS,Lusaka Internationalairport,-15.316,28.45
FLMA,Mansa,-11.1,28.85
FLMF,Mfuwe,-13.258,31.936
FLMG,Mongu,-15.25,23.15
FLMP,Mpika,-11.9,31.433
FLMW,Mwinilunga,-11.75,24.433
FLND,Ndola,-13.0,28.65
FLPA,Kasempa,-13.533,25.85
FLPE,Petauke,-14.25,31.283
FLSS,Sesheke,-17.466,24.3
FLSW,Solwezi,-12.183,26.383
FLZB,Zambezi,-13.533,23.116
FMCH,Hahaya International Airport,-11.533,43.266
FMCV,Ouani Anjouan,-12.116,44.433
FMCZ,Dzaoudzi / Pamanzi Mayotte,-12.8,45.283
FMEE,Saint-Denis / Gillot,-20.883,55.516
FMEP,Saint-Pierre,-21.333,55.483
FMME,Antsirabe,-19.816,47.066
FMMI,Antananarivo / Ivato,-18.8,47.483
FMMO,Maintirano,-18.05,44.033
FMMS,Sainte-Marie Aerodrome,-17.083,49.816
FMMT,Tamatave,-18.116,49.4
FMMV,Morondava,-20.283,44.316
